"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"ALBK-2M","34.55","374000.00","3585120.00","-3.63","-3.49","-20.21","-16.75","-48.36","35.47","35.58","36.94","36.83","38.23","37.76","39.42","39.06","41.20","40.09","41.89","42.33","50.21","51.16","42.84","33.61","38.23","-1.71","-1.48","-0.24","18.82","18.43","33.99","33.83","57.51","51.48","-61.07","38.22","1.75","1.77","-89.23","-0.22","34.53","67.80","-8.75","","2018-10-05"
"ALCHEM","4.55","160.00","8471.22","-3.19","-7.14","-10.78","-26.61","-60.09","4.59","4.62","4.76","4.75","4.87","4.86","5.13","5.08","5.35","5.33","5.75","6.02","8.69","8.38","5.34","4.40","4.87","-0.23","-0.23","0.00","27.93","9.15","18.47","37.94","18.98","15.43","-38.19","5.22","0.20","0.31","-94.44","-0.48","53.40","45.47","-0.55","","2018-10-05"
"ALEMBICLTD","41.90","358331.00","686170.38","-1.53","-4.12","-18.08","6.48","10.12","42.69","42.83","44.92","44.65","47.53","45.47","47.11","45.73","45.31","45.61","43.44","46.02","51.49","47.02","56.25","38.81","47.53","-1.24","-0.37","-0.87","34.05","15.42","27.45","37.56","49.44","51.82","-77.41","46.98","2.25","2.76","-85.33","0.18","11.80","41.36","-9.25","","2018-10-05"
"ALICON","614.10","5902.00","5459.00","-2.42","-10.15","-0.27","4.00","14.85","636.36","637.20","668.93","655.57","671.28","656.30","647.95","649.58","635.55","642.02","620.45","631.08","625.11","617.10","730.56","612.00","671.28","0.92","11.18","-10.26","22.34","15.84","28.44","38.42","21.35","24.35","-121.46","723.19","24.35","31.25","-92.09","0.19","0.00","0.00","-1.65","","2018-10-05"
"ALKALI","55.25","5465.00","21075.70","-2.90","-9.50","-19.40","-11.67","-23.90","57.12","57.21","60.65","60.01","62.81","61.53","64.41","63.22","65.09","64.42","66.23","66.74","73.90","70.88","70.96","54.66","62.81","-2.66","-1.80","-0.86","25.99","14.39","25.45","27.16","13.77","15.53","-65.08","64.99","4.60","3.53","-97.48","-0.13","0.00","0.00","-13.30","","2018-10-05"
"ALKEM","2038.90","46286.00","84792.30","-0.20","-0.51","-7.29","7.60","9.33","2050.93","2048.30","2056.05","2061.90","2081.59","2069.41","2085.45","2070.22","2089.94","2061.83","2017.69","2043.30","2058.33","2027.52","2164.35","1998.83","2081.59","-11.18","-5.30","-5.88","10.84","15.18","16.03","44.67","37.70","47.03","-68.32","2144.23","39.00","66.59","-72.48","0.10","0.00","9.23","-160.30","","2018-10-05"
"ALKYLAMINE","560.00","2312.00","4906.26","-0.23","-5.06","-13.89","-11.03","30.49","568.33","570.07","597.40","591.48","611.37","603.47","626.80","617.61","638.69","626.27","643.38","634.10","646.05","622.35","671.12","551.62","611.37","-21.37","-15.22","-6.15","39.50","8.01","32.47","23.84","16.30","18.25","-74.56","628.62","24.55","24.15","-91.27","-0.10","0.00","2.33","-90.30","","2018-10-05"
"ALLCARGO","96.35","467070.00","278091.10","-2.63","-6.68","-19.03","-13.39","-43.09","99.20","99.32","104.68","103.98","108.81","106.80","112.93","110.11","114.96","112.49","114.04","118.36","144.87","138.74","123.22","94.41","108.81","-5.01","-3.76","-1.25","32.47","9.99","29.06","27.19","15.45","17.74","-95.97","105.38","5.45","4.87","-95.52","-0.14","0.00","5.20","-22.65","","2018-10-05"
"ALLSEC","234.05","19611.00","22051.02","0.39","-9.27","-0.40","-12.72","-35.66","239.87","241.06","268.12","253.99","264.77","256.95","254.49","258.90","258.97","262.05","264.21","275.34","330.64","321.65","314.46","215.09","264.77","-4.74","1.05","-5.79","21.44","17.25","24.80","37.20","14.18","18.32","-75.95","301.93","10.05","21.27","-93.97","-0.12","8.17","2.72","-0.95","","2018-10-05"
"ALMONDZ","26.95","4306.00","12515.82","-4.94","-15.25","-27.26","-15.25","12.29","28.39","28.53","32.00","31.19","33.83","32.52","35.95","33.53","34.38","33.62","32.97","32.85","29.92","30.72","41.24","26.41","33.83","-2.21","-1.25","-0.96","31.84","8.13","31.78","25.26","18.30","11.49","-87.41","30.70","1.40","2.03","-93.22","0.21","35.62","28.43","-10.10","","2018-10-05"
"ALOKTEXT","3.75","852975.00","2965876.16","4.17","17.19","-13.79","-11.76","38.89","3.49","3.56","3.63","3.62","3.75","3.72","3.95","3.81","4.03","3.82","3.67","3.69","3.37","3.56","4.35","3.16","3.75","-0.16","-0.16","-0.01","17.13","24.69","28.03","49.15","100.00","80.69","127.83","3.05","0.15","0.23","-48.15","0.17","100.00","100.00","-0.60","","2018-10-05"
"ALPA","25.00","13820.00","38568.92","-0.79","-11.03","-19.22","-3.47","-12.43","25.85","25.95","28.62","27.74","29.51","28.47","30.23","28.93","28.93","29.13","28.56","29.94","35.07","32.10","34.49","24.53","29.51","-1.17","-0.44","-0.74","22.07","11.66","20.10","27.15","12.17","14.24","-64.81","30.92","2.60","2.36","-94.74","0.07","0.00","0.00","-5.95","","2018-10-05"
"ALPHAGEO","521.85","6392.00","10044.72","-1.88","-7.98","-22.01","-12.37","-33.07","531.74","536.54","575.89","567.47","599.66","586.89","628.72","609.74","642.71","625.30","641.80","654.16","748.67","723.63","697.69","501.63","599.66","-34.51","-26.02","-8.48","40.18","6.45","32.19","26.99","23.10","19.67","-108.00","585.19","32.90","27.43","-92.65","-0.16","52.93","75.33","-147.30","","2018-10-05"
"ALPSINDUS","2.75","11475.00","17796.48","-3.51","-6.78","-5.17","41.03","-48.11","2.90","2.87","2.95","2.94","3.06","2.96","2.99","2.93","2.94","2.87","2.54","2.85","3.43","3.51","3.47","2.66","3.06","-0.02","0.02","-0.04","16.93","16.62","18.48","40.79","11.11","35.19","-100.69","3.16","0.20","0.19","-100.00","0.46","0.00","15.72","-0.15","","2018-10-05"
"AMARAJABAT","719.35","449889.00","562761.00","-1.36","-4.75","-14.92","-5.64","1.51","734.27","734.79","758.40","756.92","775.35","770.90","809.04","786.25","810.15","793.52","794.08","798.96","809.85","794.95","836.37","714.32","775.35","-24.62","-19.02","-5.60","32.24","9.92","28.95","33.03","19.42","24.83","-126.94","792.85","27.25","30.86","-92.98","-0.02","0.00","0.64","-126.15","","2018-10-05"
"AMARAJABAT-1M","718.10","709100.00","1107792.00","-1.64","-5.20","-15.64","-5.09","1.15","735.88","735.21","757.41","757.18","775.81","771.28","810.35","786.73","811.18","793.86","792.78","798.99","810.15","795.70","838.30","713.32","775.81","-24.83","-19.41","-5.43","33.03","10.42","30.99","32.48","20.18","25.54","-121.62","791.25","29.90","30.19","-90.50","-0.02","0.00","1.08","-133.10","","2018-10-05"
"AMBANIORG","66.10","2000.00","","0.00","0.00","-0.15","0.00","0.00","66.10","66.11","66.22","66.16","66.19","66.18","","","","","","","","","66.55","65.84","66.19","","","","52.60","49.97","22.92","46.63","0.00","0.00","0.00","66.57","0.00","0.12","-100.00","","50.00","33.33","-0.10","","2018-10-05"
"AMBER","897.65","6309.00","20531.14","-2.42","-4.86","-7.63","-12.02","0.00","916.34","915.07","927.41","926.69","936.90","932.58","942.96","940.91","946.61","950.82","969.12","978.94","","","978.35","895.44","936.90","-10.74","-7.61","-3.13","37.18","28.70","15.98","38.45","20.36","19.68","-134.40","987.08","33.95","33.86","-92.00","-0.11","0.00","24.37","-74.15","","2018-10-05"
"AMBIKCO","1122.50","4504.00","4674.98","-0.26","-6.01","-12.02","-12.73","-13.62","1140.99","1144.18","1201.39","1185.46","1222.10","1205.88","1244.95","1228.84","1255.40","1244.33","1272.33","1267.94","1329.04","1301.32","1324.09","1120.11","1222.10","-35.97","-23.07","-12.90","24.78","12.45","35.04","19.48","22.60","16.85","-84.50","1197.87","34.40","34.55","-78.75","-0.09","0.00","0.00","-153.30","","2018-10-05"
"AMBUJACEM","208.45","3007099.00","3534147.82","-2.46","-8.27","-13.15","3.76","-22.23","216.34","214.99","221.55","220.14","222.69","222.17","227.49","223.25","226.39","222.87","216.06","223.28","233.88","236.56","233.42","211.95","222.69","-3.24","-1.42","-1.83","21.62","12.42","26.98","34.54","13.04","21.59","-89.71","233.24","7.25","8.73","-94.78","0.10","0.00","1.29","-31.55","","2018-10-05"
"AMBUJACEM-1M","209.15","5375000.00","6928450.00","-2.70","-8.07","-13.50","3.64","-21.87","217.26","215.80","222.15","220.89","223.50","222.93","228.31","224.02","227.17","223.62","216.70","223.98","234.42","237.28","234.32","212.68","223.50","-3.26","-1.47","-1.80","18.01","14.17","26.75","34.95","14.25","24.40","-93.08","234.06","7.35","8.83","-93.39","0.10","0.00","4.04","-32.65","","2018-10-05"
"AMBUJACEM-2M","210.35","57500.00","1872600.00","-2.68","-7.44","-13.70","4.24","-21.85","218.13","216.74","223.10","221.83","224.52","223.90","229.39","225.00","228.20","224.58","217.54","224.87","235.09","238.15","235.35","213.70","224.52","-3.31","-1.50","-1.81","19.99","15.85","33.57","35.07","9.77","19.61","-93.55","235.26","6.80","7.19","-96.21","0.11","0.00","5.57","-33.40","","2018-10-05"
"AMDIND","19.00","3067.00","9709.84","-0.78","-7.99","-28.84","-13.24","-40.35","19.51","19.60","21.34","21.04","22.50","21.94","24.38","22.81","23.78","23.28","23.20","24.47","30.33","29.67","27.05","17.95","22.50","-1.54","-1.09","-0.45","30.27","11.04","26.97","22.39","19.07","19.23","-111.32","22.08","1.55","1.33","-90.20","-0.02","0.00","1.61","-7.70","","2018-10-05"
"AMJLAND","18.70","17422.00","31825.80","-5.32","-13.82","-28.08","-30.09","-24.14","20.01","19.99","22.03","21.58","23.12","22.47","24.08","23.52","25.00","24.20","25.39","24.97","26.37","25.54","27.50","18.73","23.12","-1.58","-1.13","-0.45","25.23","11.30","29.44","24.95","20.13","20.51","-133.42","22.45","1.80","1.43","-97.32","-0.20","13.52","54.17","-7.30","","2018-10-05"
"AMRUTANJAN","251.95","11230.00","123719.60","-0.32","-3.89","-22.56","-7.78","-13.41","251.98","254.63","268.00","266.70","284.35","273.67","288.30","278.67","279.79","279.74","276.54","280.21","285.71","286.32","338.66","230.03","284.35","-11.44","-6.56","-4.87","32.47","13.30","27.97","36.36","47.78","41.94","-11.59","271.87","6.70","16.91","-83.13","0.10","63.23","77.22","-73.40","","2018-10-05"
"ANANTRAJ","36.50","608846.00","894550.34","-3.69","-8.75","-27.07","-4.70","-32.16","37.52","37.92","41.49","40.39","43.31","41.62","44.01","42.50","43.28","42.76","42.14","43.61","50.12","48.88","52.24","34.39","43.31","-2.02","-1.03","-0.98","24.15","18.99","30.73","32.32","41.33","39.67","-72.87","48.83","1.95","2.84","-93.48","0.10","25.13","61.64","-13.55","","2018-10-05"
"ANDHRABANK","26.85","1635907.00","4996837.54","-1.83","-3.42","-22.17","-16.61","-52.77","27.31","27.49","29.07","28.72","29.76","29.48","31.00","30.48","31.94","31.28","32.65","33.26","40.32","40.81","33.19","26.34","29.76","-1.39","-1.08","-0.30","15.40","15.33","24.99","31.65","17.37","16.33","-137.68","32.79","1.20","1.63","-96.62","-0.21","0.00","4.03","-7.65","","2018-10-05"
"ANDHRACEMT","5.95","132751.00","111319.16","0.85","-16.20","-29.17","-33.52","-45.91","6.14","6.18","6.91","6.75","7.27","7.09","7.76","7.52","8.10","7.87","8.55","8.49","10.20","9.80","8.73","5.80","7.26","-0.61","-0.46","-0.14","30.17","7.23","32.81","15.37","5.95","5.24","-64.52","6.73","0.30","0.38","-93.48","-0.37","42.33","14.11","-2.45","","2018-10-05"
"ANDHRSUGAR","330.05","53945.00","129547.74","-1.71","-6.37","-13.62","-0.68","-17.12","334.39","338.75","369.15","356.96","376.70","364.85","378.38","369.98","375.46","371.52","362.97","378.95","432.80","422.42","447.02","306.38","376.70","-12.80","-5.25","-7.55","18.91","21.19","29.47","38.15","37.81","30.71","-32.33","439.87","20.90","24.71","-91.65","0.09","36.39","55.79","-52.05","","2018-10-05"
"ANGIND","2.25","6090.00","5661.76","-2.17","-8.16","-8.16","-35.71","-65.65","2.39","2.36","2.45","2.43","2.48","2.47","2.52","2.54","2.64","2.64","2.82","2.93","4.15","4.02","2.66","2.29","2.48","-0.08","-0.06","-0.01","19.52","11.89","34.44","36.09","12.22","28.52","-125.85","2.63","0.20","0.14","-87.50","-0.39","0.00","0.00","-0.20","","2018-10-05"
"ANIKINDS","25.45","2682.00","5366.82","-0.59","-3.96","-11.48","-12.54","-65.58","25.52","25.70","26.47","26.49","27.30","27.17","28.65","28.19","30.07","29.02","30.30","30.77","35.51","37.05","30.14","24.47","27.30","-1.27","-1.19","-0.07","25.16","12.34","24.21","37.27","56.04","40.37","33.46","23.80","1.45","1.63","-70.80","-0.25","77.53","77.51","-3.30","","2018-10-05"
"ANKITMETAL","0.50","13368.00","30244.38","-9.09","-9.09","-28.57","-52.38","0.00","0.52","0.53","0.58","0.57","0.62","0.59","0.64","0.64","0.62","0.69","","","","","0.78","0.46","0.62","-0.05","-0.04","-0.01","48.84","10.94","29.49","32.68","83.33","61.11","55.56","0.66","0.05","0.05","-80.00","","47.43","82.48","-0.20","","2018-10-05"
"ANSALAPI","11.10","31598.00","108272.34","-2.20","-3.06","-27.69","-34.71","-46.89","11.17","11.37","12.67","12.41","13.73","13.11","14.56","14.00","15.04","14.67","15.92","15.95","19.95","18.83","17.75","9.72","13.73","-1.26","-0.98","-0.28","34.66","8.54","28.58","28.71","52.83","39.02","18.52","13.91","0.85","1.11","-83.05","-0.36","83.99","92.30","-4.25","","2018-10-05"
"ANSALHSG","10.75","37837.00","35687.26","-2.71","-4.44","-27.61","-28.33","-48.69","10.86","11.04","12.15","11.90","12.87","12.50","13.82","13.26","14.28","13.85","14.79","15.06","19.29","18.08","15.90","9.83","12.87","-1.08","-0.87","-0.21","27.32","14.53","30.33","29.67","59.37","46.31","13.51","9.31","1.05","1.05","-73.45","-0.33","79.61","89.48","-4.10","","2018-10-05"
"ANTGRAPHIC","0.50","2464.00","65640.08","-9.09","-9.09","-16.67","-16.67","-50.00","0.54","0.53","0.53","0.54","0.54","0.54","0.54","0.54","0.54","0.55","0.57","0.60","0.77","0.72","0.58","0.50","0.54","0.00","0.00","0.00","49.07","6.07","13.00","41.09","66.67","88.89","-166.67","0.58","0.05","0.06","-50.00","-0.23","0.00","66.67","-0.10","","2018-10-05"
"APARINDS","562.25","26969.00","23135.94","-0.52","-4.87","-8.84","-14.71","-24.23","570.99","570.82","593.42","586.53","601.93","593.93","606.41","603.51","606.43","614.15","640.58","640.35","717.56","692.43","645.53","558.34","601.93","-13.24","-8.09","-5.15","17.93","14.79","25.39","30.09","21.95","27.45","-49.14","612.77","31.45","22.99","-86.11","-0.19","0.00","0.00","-54.55","","2018-10-05"
"APCL","116.10","3776.00","3483.12","-1.90","-14.60","-22.65","-22.75","-51.74","120.73","121.35","132.93","130.13","138.30","134.69","143.53","140.09","145.95","144.42","152.29","153.96","182.70","181.94","161.29","115.32","138.30","-8.08","-5.43","-2.66","22.59","10.91","22.86","24.73","8.09","7.97","-71.11","137.34","11.40","8.77","-97.49","-0.24","0.00","0.00","-34.00","","2018-10-05"
"APCOTEXIND","533.60","6740.00","8530.08","-4.99","-9.43","-16.03","4.86","25.13","559.92","557.64","589.13","578.02","594.22","585.33","604.00","587.59","590.46","583.47","561.70","570.02","534.67","535.74","645.18","543.25","594.22","-11.23","-2.76","-8.47","29.93","15.10","28.19","31.59","23.44","29.29","-114.97","631.82","40.25","24.56","-97.19","0.19","0.00","7.45","-101.90","","2018-10-05"
"APEX","357.35","58161.00","148520.16","-2.59","-4.30","-12.33","-6.24","14.02","370.36","366.71","375.37","374.14","378.00","381.60","403.13","394.59","416.64","408.26","428.47","441.57","577.00","500.45","407.74","348.27","378.00","-14.41","-14.87","0.47","15.57","16.97","21.12","37.22","34.74","50.22","-114.00","399.51","26.25","22.70","-82.31","-0.34","0.00","31.19","-50.25","","2018-10-05"
"APLAPOLLO","1271.55","24985.00","27680.16","1.44","-4.76","-21.16","-20.55","-25.27","1263.09","1284.21","1395.96","1367.39","1445.03","1420.87","1534.97","1491.80","1581.76","1547.63","1649.87","1644.98","1895.29","1777.83","1681.35","1208.71","1445.03","-97.25","-76.84","-20.41","44.42","7.01","35.69","21.24","38.32","25.61","-35.08","1396.52","79.35","70.94","-72.30","-0.31","100.00","33.33","-341.20","","2018-10-05"
"APLLTD","594.85","116814.00","96146.26","0.50","-7.17","-1.73","11.75","18.97","614.58","610.90","632.13","623.10","632.32","622.39","616.46","613.02","602.09","600.09","555.95","576.26","540.76","551.45","665.03","599.60","632.32","3.63","11.29","-7.66","30.64","14.53","23.37","41.55","23.70","33.36","-77.55","653.28","30.10","28.51","-82.57","0.35","7.86","2.62","-10.50","","2018-10-05"
"APOLLO","115.20","26753.00","28712.32","-1.83","-12.46","-27.98","-22.97","0.00","120.24","119.90","128.33","127.74","135.04","132.85","144.46","139.76","147.74","146.20","156.47","165.42","","","157.89","112.20","135.04","-9.30","-7.55","-1.75","32.71","8.83","32.67","20.47","10.26","16.24","-97.87","129.52","4.95","7.27","-96.20","-0.37","0.00","2.67","-44.75","","2018-10-05"
"APOLLOHOSP","1057.20","387404.00","1070349.02","0.95","-0.97","-9.90","-0.62","6.53","1056.40","1056.76","1062.32","1067.92","1084.16","1077.07","1122.45","1079.76","1070.62","1074.27","1039.68","1065.13","1083.60","1074.91","1161.93","1006.40","1084.16","-13.92","-9.05","-4.87","27.79","10.45","19.98","45.49","52.92","58.32","-24.11","1008.80","39.00","44.60","-56.59","0.16","65.75","65.12","-116.15","","2018-10-05"
"APOLLOHOSP-1M","1059.90","914000.00","1687350.00","1.59","-0.64","-9.99","0.21","6.70","1058.16","1057.62","1063.42","1068.83","1084.53","1078.01","1123.38","1080.80","1072.02","1075.43","1040.97","1066.40","1084.89","1075.88","1160.88","1008.17","1084.53","-13.99","-9.14","-4.85","26.21","12.13","20.24","45.89","50.09","56.73","-12.04","1010.39","42.00","44.33","-55.72","0.16","75.11","60.58","-117.70","","2018-10-05"
"APOLLOHOSP-2M","1065.20","4500.00","210950.00","1.98","-0.93","-9.76","0.72","-3.56","1061.99","1061.56","1068.10","1073.05","1088.61","1082.02","1126.67","1084.29","1074.43","1078.50","1043.15","1068.71","1086.28","1078.16","1163.27","1013.95","1088.61","-13.53","-8.41","-5.12","15.68","20.09","21.53","46.20","46.04","54.90","38.78","1018.99","34.35","36.05","-59.51","0.16","88.43","62.81","-115.25","","2018-10-05"
"APOLLOTYRE","198.00","2951857.00","3685077.82","-2.61","-10.83","-20.89","-21.32","-18.57","206.53","206.76","222.59","218.89","228.79","226.17","240.56","236.43","253.04","244.03","259.66","253.81","267.20","258.12","258.34","199.25","228.79","-13.46","-10.84","-2.61","45.51","6.89","37.17","21.75","12.19","16.85","-108.47","233.34","10.20","10.38","-92.16","-0.28","0.00","0.00","-52.30","","2018-10-05"
"APOLLOTYRE-1M","198.00","8970000.00","10826640.00","-2.65","-10.97","-21.33","-20.80","-18.64","207.19","207.16","223.08","219.41","229.34","226.71","241.23","236.90","253.66","244.39","259.54","254.00","267.38","258.34","258.93","199.74","229.34","-13.47","-10.80","-2.66","45.58","7.22","38.22","21.32","12.08","17.27","-106.94","224.78","10.45","10.27","-92.99","-0.27","0.00","0.00","-53.70","","2018-10-05"
